Episode,Steps,TotalReward,ActorLoss,CriticLoss,MeanValue,ValueStd,MeanReturn,ClipFraction
5664,85,9.01,-0.0358,0.0497,10.94,8.56,17.92,0.0000
5680,120,45.81,-0.0258,0.0441,-2.28,10.81,-3.87,0.0000
5696,90,25.33,-0.0219,0.0487,7.88,9.81,6.15,0.0000
5712,124,0.64,-0.0411,0.0610,0.64,12.25,-5.81,0.0000
5728,127,-1.28,-0.0332,0.0623,6.03,13.56,1.96,0.0000
5744,88,-91.43,-0.0375,0.0867,6.38,9.94,10.57,0.0000
5760,119,2.75,-0.0242,0.0604,-17.12,8.81,-36.21,0.0000
5776,91,8.07,-0.0302,0.0599,25.88,16.00,26.77,0.0000
5792,78,-21.45,-0.0339,0.0589,9.56,12.19,7.00,0.0000
5808,128,20.51,-0.0209,0.0494,-2.97,17.25,6.86,0.0000
5824,83,-10.28,-0.0301,0.0657,26.75,16.50,33.65,0.0000
5840,88,5.29,-0.0217,0.0581,5.97,7.03,7.14,0.0000
5856,104,38.85,-0.0208,0.0467,29.50,18.62,37.03,0.0000
5872,140,-7.31,-0.0291,0.0607,18.62,16.25,25.03,0.0000
5888,106,-9.20,-0.0287,0.0661,2.83,11.62,13.07,0.0000
5904,149,23.33,-0.0297,0.0456,20.75,20.88,20.95,0.0000
5920,115,-29.23,-0.0347,0.0590,3.89,25.50,0.90,0.0000
5936,101,4.21,-0.0271,0.0605,14.38,12.38,24.20,0.0000
5952,125,43.26,-0.0327,0.0473,-4.47,15.56,1.76,0.0000
5968,129,-5.73,-0.0336,0.0645,16.88,16.38,26.19,0.0000
5984,107,35.52,-0.0331,0.0436,-24.00,14.56,-14.64,0.0000
6000,96,-2.80,-0.0356,0.0751,29.75,11.75,34.81,0.0000
6016,86,-29.50,-0.0355,0.0611,2.58,10.50,4.63,0.0000
6032,89,8.58,-0.0337,0.0591,1.39,13.50,8.47,0.0000
6048,130,-55.53,-0.0292,0.0735,-8.56,9.31,-3.11,0.0000
6064,133,16.58,-0.0276,0.0550,-3.42,8.62,-4.04,0.0000
6080,128,33.10,-0.0195,0.0474,-5.78,19.88,-1.23,0.0000
6096,97,11.93,-0.0330,0.0588,-10.31,10.44,-29.90,0.0000
6112,76,31.57,-0.0324,0.0457,26.25,8.25,24.54,0.0000
6128,250,53.25,-0.0241,0.0390,-6.31,12.75,-4.29,0.0000
6144,134,-3.08,-0.0256,0.0604,12.56,14.44,18.22,0.0000
6160,115,47.17,-0.0292,0.0438,-4.09,20.00,3.35,0.0000
6176,124,21.60,-0.0301,0.0513,22.50,18.00,27.23,0.0000
6192,135,42.67,-0.0246,0.0535,24.50,10.62,20.29,0.0000
6208,96,19.02,-0.0290,0.0518,33.75,11.12,33.98,0.0000
6224,159,-33.52,-0.0320,0.0634,11.56,12.12,9.19,0.0000
6240,142,6.27,-0.0279,0.0599,6.56,14.94,6.35,0.0000
6256,101,-7.67,-0.0332,0.0640,10.56,15.56,2.95,0.0000
6272,90,-1.91,-0.0295,0.0678,38.00,22.00,43.48,0.0000
6288,111,15.19,-0.0299,0.0576,21.62,26.00,23.56,0.0000
6304,94,56.11,-0.0365,0.0437,23.75,15.31,25.64,0.0000
6320,101,33.35,-0.0297,0.0440,39.00,22.38,37.75,0.0000
6336,250,2.88,-0.0444,0.0569,-0.12,14.88,-0.15,0.0000
6352,109,37.37,-0.0360,0.0447,19.25,8.94,20.41,0.0000
6368,101,30.73,-0.0445,0.0505,17.12,12.06,13.56,0.0000
6384,84,42.65,-0.0319,0.0435,34.50,8.69,28.41,0.0000
6400,110,49.43,-0.0308,0.0407,24.12,8.06,28.05,0.0000
6416,87,15.70,-0.0412,0.0524,27.25,14.44,32.66,0.0000
6432,81,27.31,-0.0349,0.0394,24.25,12.75,23.69,0.0000
6448,101,-23.46,-0.0329,0.0649,33.50,15.88,33.14,0.0000
6464,135,-9.02,-0.0396,0.0705,24.12,19.25,25.49,0.0000
6480,100,-0.52,-0.0326,0.0633,29.25,19.12,33.69,0.0000
6496,137,32.64,-0.0433,0.0501,17.12,19.62,24.02,0.0000
6512,132,44.48,-0.0296,0.0490,11.81,25.50,7.97,0.0000
6528,84,36.59,-0.0346,0.0483,34.25,15.50,32.51,0.0000
6544,84,33.86,-0.0290,0.0433,39.25,8.00,35.47,0.0000
6560,111,26.33,-0.0342,0.0461,5.91,13.44,11.36,0.0000
6576,109,34.39,-0.0346,0.0423,22.50,15.81,22.53,0.0000
6592,82,31.81,-0.0252,0.0484,32.00,19.88,24.67,0.0000
6608,111,20.19,-0.0353,0.0478,29.75,23.12,32.99,0.0000
6624,135,29.12,-0.0370,0.0476,18.12,13.62,19.04,0.0000
6640,171,29.87,-0.0313,0.0442,18.75,16.38,21.66,0.0000
6656,115,3.18,-0.0218,0.0673,4.28,18.25,2.59,0.0000
6672,142,0.25,-0.0389,0.0567,-13.88,13.75,-12.76,0.0000
6688,160,3.81,-0.0282,0.0553,18.62,15.06,2.32,0.0000
6704,165,55.54,-0.0174,0.0463,22.62,17.50,22.02,0.0000
6720,109,14.10,-0.0322,0.0568,37.50,12.88,35.87,0.0000
6736,129,36.72,-0.0318,0.0459,-11.19,12.31,-9.48,0.0000
6752,163,7.45,-0.0333,0.0543,-2.72,21.75,-12.46,0.0000
6768,106,48.52,-0.0282,0.0458,15.69,10.81,24.14,0.0000
6784,112,44.14,-0.0342,0.0338,20.38,10.25,19.70,0.0000
6800,116,43.15,-0.0228,0.0350,33.50,12.06,32.09,0.0000
6816,150,18.24,-0.0339,0.0516,24.50,21.75,-0.02,0.0000
6832,111,3.44,-0.0346,0.0550,21.62,18.88,17.82,0.0000
6848,104,31.89,-0.0353,0.0489,32.25,14.06,33.67,0.0000
6864,94,-16.76,-0.0329,0.0703,1.73,21.88,-6.89,0.0000
6880,121,31.56,-0.0336,0.0487,-4.72,26.62,-0.62,0.0000
6896,105,-9.25,-0.0351,0.0592,9.44,23.12,13.84,0.0000
6912,143,19.75,-0.0335,0.0465,14.12,16.50,26.78,0.0000
6928,85,-4.77,-0.0319,0.0528,12.38,6.88,12.02,0.0000
6944,139,30.78,-0.0326,0.0500,3.53,10.44,10.57,0.0000
6960,104,10.93,-0.0288,0.0507,2.86,18.00,9.39,0.0000
6976,92,17.86,-0.0302,0.0426,32.25,22.25,40.00,0.0000
6992,126,41.08,-0.0329,0.0406,-3.83,12.25,-5.31,0.0000
7008,146,4.00,-0.0259,0.0584,9.06,27.00,-10.37,0.0000
7024,99,27.58,-0.0337,0.0475,13.31,5.62,18.15,0.0000
7040,109,13.22,-0.0397,0.0588,22.38,11.62,31.02,0.0000
7056,112,12.10,-0.0344,0.0492,15.50,18.62,0.85,0.0000
7072,91,28.42,-0.0307,0.0564,11.06,14.69,2.30,0.0000
7088,119,42.05,-0.0265,0.0464,15.00,15.00,20.19,0.0000
7104,118,26.14,-0.0337,0.0395,29.38,12.38,31.01,0.0000
7120,143,29.91,-0.0284,0.0506,-0.79,18.38,-16.56,0.0000
7136,104,39.30,-0.0289,0.0365,23.50,16.88,29.33,0.0000
7152,112,7.92,-0.0228,0.0560,11.94,14.56,11.78,0.0000
7168,119,39.32,-0.0253,0.0429,-5.75,16.62,-14.51,0.0000
7184,122,-25.19,-0.0247,0.0594,8.31,12.06,10.91,0.0000
7200,123,20.31,-0.0335,0.0510,-1.23,15.62,-5.68,0.0000
7216,118,32.85,-0.0348,0.0554,23.38,11.75,28.67,0.0000
7232,113,53.25,-0.0253,0.0463,19.00,15.00,29.67,0.0000
7248,101,24.95,-0.0227,0.0567,30.75,13.38,22.30,0.0000
7264,87,51.61,-0.0448,0.0443,45.25,28.00,46.55,0.0000
7280,80,27.01,-0.0325,0.0415,35.00,17.12,37.67,0.0000
7296,96,-39.77,-0.0329,0.0627,23.38,13.12,26.18,0.0000
7312,116,-15.83,-0.0399,0.0686,31.25,8.12,26.83,0.0000
7328,140,18.77,-0.0350,0.0528,14.69,16.12,20.69,0.0000
7344,92,42.82,-0.0308,0.0459,-4.41,10.94,-2.42,0.0000
7360,104,4.59,-0.0274,0.0664,-12.75,11.69,-51.84,0.0000
7376,122,3.25,-0.0237,0.0609,8.31,10.69,17.57,0.0000
7392,250,52.68,-0.0303,0.0493,8.50,14.94,13.93,0.0000
7408,85,29.61,-0.0324,0.0466,16.25,15.62,23.34,0.0000
7424,95,14.67,-0.0439,0.0526,33.75,15.62,22.48,0.0000
7440,103,20.03,-0.0352,0.0520,5.66,20.75,-3.36,0.0000
7456,79,37.93,-0.0366,0.0461,26.12,21.50,32.05,0.0000
7472,94,-22.35,-0.0405,0.0610,26.75,6.50,27.62,0.0000
7488,112,12.02,-0.0286,0.0520,11.88,20.62,21.64,0.0000
7504,95,-4.06,-0.0251,0.0515,-3.23,18.62,-7.99,0.0000
7520,86,29.99,-0.0243,0.0494,23.25,9.56,28.26,0.0000
7536,107,31.85,-0.0264,0.0413,13.94,16.38,21.37,0.0000
7552,113,33.99,-0.0308,0.0479,22.50,22.75,24.46,0.0000
7568,90,32.66,-0.0344,0.0363,24.00,14.12,18.43,0.0000
7584,71,-0.69,-0.0291,0.0508,27.38,10.81,24.74,0.0000
7600,66,36.27,-0.0431,0.0428,12.94,11.19,12.31,0.0000
7616,102,29.68,-0.0468,0.0402,31.75,15.94,39.34,0.0000
7632,125,13.87,-0.0362,0.0442,19.12,17.75,27.29,0.0000
7648,88,34.38,-0.0339,0.0394,14.44,11.25,21.58,0.0000
7664,92,8.05,-0.0408,0.0415,22.50,10.88,20.41,0.0000
7680,92,14.80,-0.0381,0.0497,23.00,22.00,29.98,0.0000
7696,75,22.85,-0.0331,0.0446,32.25,20.62,30.46,0.0000
7712,77,24.20,-0.0358,0.0493,24.62,9.00,26.00,0.0000
7728,82,45.55,-0.0365,0.0385,33.00,15.75,33.77,0.0000
7744,96,22.95,-0.0262,0.0460,27.25,9.88,28.08,0.0000
7760,131,-39.33,-0.0345,0.0733,13.50,19.00,13.72,0.0000
7776,117,40.38,-0.0359,0.0480,23.50,16.12,28.38,0.0000
7792,119,36.06,-0.0284,0.0439,28.75,11.62,37.33,0.0000
7808,117,23.09,-0.0298,0.0554,17.12,19.12,16.71,0.0000
7824,87,59.95,-0.0367,0.0372,49.25,13.25,47.72,0.0000
7840,99,46.28,-0.0307,0.0425,44.00,21.00,45.77,0.0000
7856,82,15.69,-0.0456,0.0448,34.00,16.12,25.47,0.0000
7872,123,47.61,-0.0230,0.0369,27.62,14.19,27.92,0.0000
7888,85,9.95,-0.0411,0.0502,36.00,13.88,41.96,0.0000
7904,91,40.74,-0.0345,0.0408,9.25,22.38,9.67,0.0000
7920,128,28.66,-0.0338,0.0470,-1.69,20.62,-3.06,0.0000
7936,100,52.35,-0.0306,0.0404,34.00,18.25,34.11,0.0000
7952,111,17.73,-0.0567,0.0520,31.38,14.19,31.93,0.0000
7968,83,47.88,-0.0366,0.0366,34.25,10.56,33.91,0.0000
7984,127,33.41,-0.0386,0.0411,14.75,16.12,22.30,0.0000
8000,84,25.61,-0.0330,0.0478,18.50,9.81,21.99,0.0000
8016,85,23.08,-0.0397,0.0549,7.66,20.12,-9.47,0.0000
8032,134,35.83,-0.0438,0.0444,29.25,12.12,27.78,0.0000
8048,111,55.82,-0.0302,0.0378,27.00,11.75,28.80,0.0000
8064,98,29.41,-0.0345,0.0542,-3.23,17.38,8.84,0.0000
8080,123,51.25,-0.0306,0.0449,13.38,22.88,6.14,0.0000
8096,186,10.84,-0.0240,0.0546,27.75,15.12,22.67,0.0000
8112,101,-37.46,-0.0327,0.0636,49.75,15.62,53.78,0.0000
8128,129,22.62,-0.0320,0.0583,25.50,14.81,29.21,0.0000
8144,148,-49.13,-0.0300,0.0703,11.00,26.38,4.51,0.0000
8160,139,-15.75,-0.0359,0.0562,19.38,26.00,17.42,0.0000
8176,136,-7.60,-0.0343,0.0587,11.44,11.19,5.73,0.0000
8192,116,22.57,-0.0252,0.0542,2.56,30.50,0.37,0.0000
8208,142,4.82,-0.0328,0.0501,-26.88,12.62,-13.61,0.0000
8224,94,45.47,-0.0294,0.0448,16.88,16.12,14.38,0.0000
8240,151,33.67,-0.0361,0.0418,11.06,19.88,5.98,0.0000
8256,131,21.80,-0.0338,0.0528,13.81,28.62,16.94,0.0000
8272,130,4.78,-0.0300,0.0501,12.38,21.88,12.29,0.0000
8288,99,4.70,-0.0337,0.0515,12.81,19.12,-8.69,0.0000
8304,154,-8.19,-0.0349,0.0635,-19.38,15.19,-42.15,0.0000
8320,183,53.02,-0.0449,0.0542,-8.25,23.75,-0.53,0.0000
8336,92,54.71,-0.0314,0.0408,19.12,15.31,30.26,0.0000
8352,126,19.60,-0.0417,0.0455,23.50,14.44,30.69,0.0000
8368,94,18.91,-0.0301,0.0457,-1.63,15.94,-8.54,0.0000
8384,90,14.70,-0.0235,0.0461,27.12,7.69,21.08,0.0000
8400,131,12.64,-0.0312,0.0596,19.75,22.38,14.95,0.0000
8416,87,13.74,-0.0355,0.0564,32.25,14.81,22.68,0.0000
8432,83,-13.86,-0.0401,0.0680,27.12,18.12,28.46,0.0000
8448,120,28.81,-0.0443,0.0474,7.25,9.81,15.05,0.0000
8464,132,29.16,-0.0300,0.0462,12.38,10.12,17.29,0.0000
8480,88,31.73,-0.0353,0.0439,8.69,8.12,3.38,0.0000
8496,96,-2.43,-0.0165,0.0586,9.25,10.56,18.57,0.0000
8512,117,33.93,-0.0318,0.0508,6.38,15.88,12.28,0.0000
8528,144,2.54,-0.0442,0.0598,9.56,9.81,12.84,0.0000
8544,324,55.76,-0.0057,0.0498,0.07,14.12,3.42,0.0000
8560,141,29.09,-0.0338,0.0437,0.40,10.75,1.29,0.0000
8576,135,15.13,-0.0390,0.0530,6.75,8.12,8.40,0.0000
8592,140,25.35,-0.0364,0.0468,32.25,14.69,29.83,0.0000
8608,119,-13.89,-0.0382,0.0663,3.66,12.56,-9.38,0.0000
8624,117,-0.05,-0.0340,0.0577,-13.25,13.81,-9.32,0.0000
8640,103,-50.17,-0.0282,0.0602,16.12,9.06,17.14,0.0000
8656,123,11.04,-0.0292,0.0619,-41.25,22.00,-52.51,0.0000
8672,119,17.01,-0.0326,0.0575,-3.09,9.88,-7.21,0.0000
8688,192,26.34,-0.0295,0.0461,-9.50,14.38,-6.57,0.0000
8704,129,-11.67,-0.0283,0.0571,-9.94,27.75,-26.60,0.0000
8720,141,17.19,-0.0404,0.0534,3.34,11.81,-3.89,0.0000
8736,110,20.14,-0.0372,0.0556,27.62,14.62,37.53,0.0000
8752,125,39.93,-0.0465,0.0444,26.62,12.94,34.94,0.0000
8768,108,-17.29,-0.0363,0.0491,10.44,12.88,-17.34,0.0000
8784,113,9.51,-0.0337,0.0504,-1.85,12.88,-20.91,0.0000
8800,88,25.50,-0.0325,0.0552,31.88,11.62,37.31,0.0000
8816,149,44.69,-0.0203,0.0454,17.50,23.25,9.45,0.0000
8832,104,27.09,-0.0420,0.0535,28.38,14.56,35.78,0.0000
8848,121,31.65,-0.0408,0.0417,3.92,13.12,-6.01,0.0000
8864,109,13.33,-0.0250,0.0495,32.50,14.88,29.83,0.0000
8880,113,-9.48,-0.0316,0.0632,10.50,23.88,12.44,0.0000
8896,140,35.87,-0.0331,0.0442,9.69,8.94,15.86,0.0000
8912,120,38.80,-0.0317,0.0428,28.75,24.12,36.97,0.0000
8928,226,37.57,-0.0272,0.0452,17.88,19.25,19.38,0.0000
8944,121,8.79,-0.0341,0.0524,18.38,16.62,21.19,0.0000
8960,161,14.19,-0.0288,0.0500,13.31,26.50,21.06,0.0000
8976,102,8.04,-0.0318,0.0538,18.12,21.25,22.67,0.0000
8992,123,29.84,-0.0313,0.0397,27.62,29.75,25.07,0.0000
9008,106,36.58,-0.0286,0.0429,16.88,16.38,21.00,0.0000
9024,136,51.45,-0.0268,0.0422,7.12,24.38,5.36,0.0000
9040,119,27.80,-0.0385,0.0542,26.00,22.50,31.21,0.0000
9056,101,39.79,-0.0409,0.0421,29.38,20.88,37.57,0.0000
9072,114,31.37,-0.0379,0.0457,12.06,15.94,18.11,0.0000
9088,103,40.70,-0.0319,0.0344,28.25,20.50,27.00,0.0000
9104,121,30.67,-0.0375,0.0487,36.00,15.81,12.63,0.0000
9120,141,33.08,-0.0345,0.0391,33.75,20.25,27.01,0.0000
9136,117,28.67,-0.0292,0.0424,41.75,20.12,28.91,0.0000
9152,91,-13.60,-0.0472,0.0600,21.12,10.00,19.77,0.0000
9168,94,-17.97,-0.0399,0.0732,38.00,16.38,35.94,0.0000
9184,112,30.65,-0.0375,0.0586,5.88,19.50,14.32,0.0000
9200,86,37.38,-0.0396,0.0443,-17.38,12.31,-17.89,0.0000
9216,130,24.81,-0.0359,0.0443,3.56,11.50,-9.58,0.0000
9232,105,23.27,-0.0328,0.0527,25.62,17.25,30.52,0.0000
9248,150,9.68,-0.0178,0.0521,0.45,13.69,-0.34,0.0000
9264,103,-115.92,-0.0255,0.0870,36.75,14.38,24.32,0.0000
9280,126,-85.52,-0.0348,0.0786,-8.62,13.25,-12.05,0.0000
9296,113,-48.45,-0.0328,0.0769,-23.25,16.38,-14.91,0.0000
9312,134,3.65,-0.0309,0.0580,-23.38,26.75,-17.90,0.0000
9328,122,34.24,-0.0308,0.0535,1.80,26.00,0.99,0.0000
9344,112,24.45,-0.0369,0.0481,-12.81,12.88,-27.51,0.0000
9360,93,18.19,-0.0365,0.0453,19.12,16.50,28.16,0.0000
9376,97,35.26,-0.0353,0.0417,-12.06,11.56,-22.77,0.0000
9392,101,-14.85,-0.0296,0.0497,31.50,19.38,23.34,0.0000
9408,110,-70.52,-0.0416,0.0744,21.62,14.94,25.85,0.0000
9424,79,-95.61,-0.0243,0.0905,-13.88,14.94,-67.72,0.0000
9440,95,-135.77,-0.0344,0.0982,8.94,13.62,5.76,0.0000
9456,103,-121.16,-0.0320,0.0842,-47.00,18.25,-50.10,0.0000
9472,131,-100.57,-0.0411,0.0869,-15.12,22.25,-29.88,0.0000
9488,129,-30.72,-0.0376,0.0913,-31.38,21.50,-39.65,0.0000
9504,119,43.37,-0.0247,0.0616,-41.50,20.25,-25.73,0.0000
9520,116,16.71,-0.0368,0.0471,3.52,13.38,16.49,0.0000
9536,121,40.63,-0.0384,0.0505,16.50,26.00,26.23,0.0000
9552,89,16.42,-0.0351,0.0628,22.62,10.75,14.54,0.0000
9568,120,24.78,-0.0373,0.0450,-10.56,17.88,-2.73,0.0000
9584,99,47.00,-0.0370,0.0381,2.52,6.41,8.02,0.0000
9600,83,-28.01,-0.0419,0.0664,-2.06,16.75,-59.58,0.0000
9616,130,42.27,-0.0324,0.0396,19.00,28.88,28.29,0.0000
9632,108,12.80,-0.0371,0.0552,12.44,26.00,7.34,0.0000
9648,130,-5.27,-0.0285,0.0583,-4.22,22.50,-29.21,0.0000
9664,104,53.92,-0.0378,0.0419,18.88,9.88,25.41,0.0000
9680,106,25.36,-0.0389,0.0409,8.25,9.06,7.57,0.0000
9696,118,51.09,-0.0357,0.0384,13.38,22.75,24.35,0.0000
9712,130,51.81,-0.0364,0.0397,20.75,12.06,25.30,0.0000
9728,72,9.84,-0.0349,0.0562,29.25,5.84,31.55,0.0000
9744,110,25.30,-0.0376,0.0410,14.19,15.44,11.55,0.0000
9760,102,3.77,-0.0373,0.0536,21.38,20.12,26.89,0.0000
9776,115,42.46,-0.0376,0.0362,23.50,18.00,27.52,0.0000
9792,122,25.26,-0.0488,0.0362,-8.31,7.62,-9.66,0.0000
9808,93,1.92,-0.0419,0.0546,30.62,7.19,19.94,0.0000
9824,86,21.75,-0.0363,0.0426,-9.25,8.94,-2.27,0.0000
9840,77,34.53,-0.0397,0.0427,17.00,9.06,7.41,0.0000
9856,103,30.49,-0.0317,0.0486,-1.37,16.38,7.32,0.0000
9872,102,21.90,-0.0327,0.0475,19.38,9.19,18.83,0.0000
9888,122,18.26,-0.0386,0.0484,-11.88,9.06,-36.29,0.0000
9904,111,49.72,-0.0362,0.0299,6.62,12.69,4.38,0.0000
9920,80,48.76,-0.0377,0.0318,33.00,11.56,35.31,0.0000
9936,103,35.73,-0.0452,0.0391,33.75,17.00,34.09,0.0000
9952,99,33.30,-0.0435,0.0397,-0.09,7.47,6.52,0.0000
9968,96,26.73,-0.0277,0.0433,20.88,18.00,26.57,0.0000
9984,106,13.83,-0.0333,0.0413,8.50,18.75,9.41,0.0000
10000,105,-3.72,-0.0313,0.0507,12.25,10.25,14.55,0.0000
10016,134,5.11,-0.0493,0.0464,-10.88,9.62,-19.09,0.0000
10032,82,22.27,-0.0457,0.0341,27.12,12.19,29.97,0.0000
10048,92,57.75,-0.0342,0.0381,30.62,13.25,38.82,0.0000
10064,128,26.46,-0.0349,0.0466,3.47,9.38,0.94,0.0000
10080,86,49.88,-0.0405,0.0342,17.50,14.19,25.59,0.0000
10096,96,47.99,-0.0339,0.0435,15.44,17.12,21.82,0.0000
10112,88,21.87,-0.0246,0.0439,28.00,12.88,30.48,0.0000
10128,94,26.98,-0.0363,0.0398,25.38,11.50,34.91,0.0000
10144,122,49.72,-0.0405,0.0371,12.94,9.62,17.56,0.0000
10160,92,48.52,-0.0432,0.0318,15.75,15.94,18.93,0.0000
10176,114,53.60,-0.0341,0.0402,22.62,14.62,29.36,0.0000
10192,97,28.68,-0.0293,0.0479,35.25,15.38,37.48,0.0000
10208,124,6.86,-0.0350,0.0601,-1.22,14.88,4.03,0.0000
10224,111,15.81,-0.0335,0.0606,34.25,20.62,6.00,0.0000
10240,106,46.30,-0.0253,0.0445,35.00,14.88,36.43,0.0000
10256,111,23.08,-0.0241,0.0526,26.75,21.25,27.35,0.0000
10272,106,44.47,-0.0277,0.0473,11.25,18.38,19.79,0.0000
10288,89,31.39,-0.0313,0.0449,-1.06,5.75,-0.28,0.0000
10304,87,38.41,-0.0360,0.0404,21.12,8.06,16.78,0.0000
10320,94,0.74,-0.0341,0.0620,32.25,10.12,38.68,0.0000
10336,95,15.38,-0.0338,0.0529,32.75,13.81,36.40,0.0000
10352,105,49.32,-0.0317,0.0401,13.75,18.88,19.66,0.0000
10368,106,45.82,-0.0378,0.0371,14.50,14.44,26.74,0.0000
10384,76,52.02,-0.0372,0.0357,33.00,13.56,36.29,0.0000
10400,85,64.25,-0.0439,0.0340,21.62,14.00,16.99,0.0000
10416,86,13.46,-0.0394,0.0459,33.75,14.81,43.49,0.0000
10432,114,40.17,-0.0373,0.0401,17.75,13.88,14.00,0.0000
10448,90,0.77,-0.0466,0.0516,15.31,11.31,14.74,0.0000
10464,109,18.14,-0.0389,0.0477,-5.94,7.41,-2.10,0.0000
10480,101,5.96,-0.0286,0.0466,14.25,8.50,17.11,0.0000
10496,224,19.48,-0.0435,0.0450,10.94,24.50,7.17,0.0000
10512,112,-0.78,-0.0403,0.0577,21.50,9.69,2.93,0.0000
10528,166,7.81,-0.0241,0.0531,-1.64,10.75,-6.07,0.0000
10544,299,-39.24,-0.0382,0.0569,-14.38,18.25,-24.62,0.0000
10560,73,13.39,-0.0352,0.0613,21.12,18.62,26.08,0.0000
10576,136,38.87,-0.0243,0.0450,26.75,12.62,25.03,0.0000
10592,113,34.32,-0.0408,0.0486,25.38,10.50,28.37,0.0000
10608,119,31.68,-0.0373,0.0448,17.12,12.38,24.97,0.0000
10624,80,35.04,-0.0381,0.0464,19.12,13.69,7.07,0.0000
10640,108,64.67,-0.0393,0.0349,2.42,7.59,8.08,0.0000
10656,96,28.55,-0.0350,0.0344,27.50,9.06,31.39,0.0000
10672,103,32.86,-0.0373,0.0544,20.75,13.38,11.39,0.0000
10688,88,38.57,-0.0395,0.0471,26.62,12.56,25.80,0.0000
10704,103,36.31,-0.0328,0.0364,8.50,12.38,4.24,0.0000
10720,74,26.70,-0.0455,0.0395,19.62,12.81,17.48,0.0000
10736,132,12.23,-0.0390,0.0476,-0.80,15.19,-0.51,0.0000
10752,86,38.68,-0.0367,0.0565,30.00,16.62,34.72,0.0000
10768,123,34.00,-0.0367,0.0394,12.44,14.12,9.35,0.0000
10784,136,43.45,-0.0295,0.0397,21.25,15.06,28.52,0.0000
10800,159,51.64,-0.0334,0.0373,12.38,15.56,19.96,0.0000
10816,81,21.80,-0.0351,0.0397,14.62,8.19,20.02,0.0000
10832,113,9.98,-0.0191,0.0518,5.97,14.00,7.41,0.0000
10848,104,47.40,-0.0449,0.0385,18.88,23.50,27.26,0.0000
10864,152,13.30,-0.0256,0.0517,5.94,13.38,6.40,0.0000
10880,98,49.62,-0.0394,0.0416,28.38,11.44,32.00,0.0000
10896,93,29.70,-0.0332,0.0454,37.00,17.12,43.63,0.0000
10912,176,15.34,-0.0422,0.0475,14.12,20.25,-1.66,0.0000
10928,112,29.97,-0.0418,0.0389,38.75,14.25,37.53,0.0000
10944,122,29.45,-0.0411,0.0414,-3.78,11.69,-4.55,0.0000
10960,84,27.70,-0.0342,0.0376,5.28,7.31,9.06,0.0000
10976,78,42.96,-0.0349,0.0378,6.22,7.69,11.90,0.0000
10992,101,31.65,-0.0385,0.0521,19.38,19.12,15.06,0.0000
11008,126,-22.93,-0.0356,0.0895,16.75,30.12,-8.66,0.0000
11024,86,22.40,-0.0376,0.0559,24.88,18.38,25.51,0.0000
11040,110,-10.44,-0.0438,0.0641,29.88,19.62,23.51,0.0000
11056,78,-11.23,-0.0393,0.0596,29.38,9.38,25.02,0.0000
11072,93,-13.90,-0.0415,0.0629,29.50,17.25,29.07,0.0000
11088,78,37.23,-0.0268,0.0483,16.38,13.00,26.13,0.0000
11104,116,-47.47,-0.0391,0.0677,-17.62,25.50,-50.27,0.0000
11120,115,12.67,-0.0304,0.0469,24.62,12.56,30.46,0.0000
11136,72,47.51,-0.0391,0.0440,23.12,15.69,32.67,0.0000
11152,81,18.90,-0.0307,0.0404,19.00,9.94,25.60,0.0000
11168,112,29.49,-0.0295,0.0400,1.99,10.38,1.78,0.0000
11184,116,23.39,-0.0337,0.0508,-1.45,11.94,-19.54,0.0000
11200,111,0.48,-0.0325,0.0540,18.12,23.00,24.09,0.0000
11216,107,5.10,-0.0435,0.0514,18.25,15.88,20.38,0.0000
11232,88,33.54,-0.0343,0.0456,9.38,10.69,16.68,0.0000
11248,102,46.21,-0.0304,0.0392,16.00,19.50,24.57,0.0000
11264,121,-0.86,-0.0352,0.0569,1.16,14.38,7.26,0.0000
11280,115,0.79,-0.0355,0.0613,31.62,17.12,26.12,0.0000
11296,95,13.01,-0.0258,0.0532,28.62,14.31,33.65,0.0000
11312,88,25.25,-0.0295,0.0415,17.00,21.75,-0.62,0.0000
11328,89,10.48,-0.0378,0.0552,14.12,17.50,6.34,0.0000
11344,82,13.69,-0.0250,0.0547,36.00,11.19,30.25,0.0000
11360,76,-0.12,-0.0342,0.0524,40.75,10.38,30.92,0.0000
11376,99,29.06,-0.0348,0.0370,17.50,17.25,15.05,0.0000
11392,98,21.26,-0.0399,0.0470,21.25,13.69,29.33,0.0000
11408,79,23.22,-0.0314,0.0541,-11.56,5.88,-1.30,0.0000
11424,97,17.01,-0.0251,0.0535,-2.56,14.88,9.12,0.0000
11440,111,4.51,-0.0384,0.0553,5.22,20.12,16.57,0.0000
11456,76,16.09,-0.0367,0.0548,26.12,13.00,23.62,0.0000
11472,111,15.86,-0.0317,0.0566,19.62,16.88,20.48,0.0000
11488,115,13.15,-0.0380,0.0533,27.75,12.06,20.80,0.0000
11504,104,47.93,-0.0507,0.0389,3.14,19.25,14.29,0.0000
11520,85,38.41,-0.0397,0.0444,27.88,11.31,24.32,0.0000
11536,97,48.67,-0.0290,0.0429,32.50,13.56,35.10,0.0000
11552,97,47.30,-0.0334,0.0371,41.75,12.94,36.58,0.0000
11568,87,15.08,-0.0228,0.0493,34.50,16.62,40.52,0.0000
11584,500,27.69,-0.0186,0.0430,2.08,15.62,6.64,0.0000
